product_id,product_name,description,price,discount_percentage,category,brand,stock_quantity,color,size,weight,dimensions,release_date,rating,reviews_count,seller_name,seller_rating,seller_reviews_count,shipping_method,shipping_cost
526,blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit nam nulla integer pede,Donec posuere metus vitae ipsum.,418.19,32.01,home decor,convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh,689,Orange,extra large,5.2,aliquam non mauris morbi non lectus aliquam sit amet diam in magna bibendum imperdiet nullam,2016-05-23,1.1,478,porta volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie,3.3,128,free,34.15
527,volutpat quam pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie,"Duis mattis egestas metus. Aenean fermentum. Donec ut mauris eget massa tempor convallis. Nulla neque libero, convallis eget, eleifend luctus, ultricies eu, nibh. Quisque id justo sit amet sapien dignissim vestibulum. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Nulla dapibus dolor vel est.",955.86,2.76,electronics,cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus,844,Goldenrod,medium,6.5,orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel,2021-06-14,1.9,84,at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae,4.0,557,express,21.56
528,nibh fusce lacus purus aliquet at feugiat non pretium quis lectus,Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.,281.03,14.72,beauty,mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque,493,Goldenrod,large,7.2,viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper est,2010-06-27,4.4,425,metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec,3.6,198,express,15.78
529,tempus vivamus in felis eu sapien cursus vestibulum proin eu mi,"Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque. Quisque porta volutpat erat. Quisque erat eros, viverra eget, congue eget, semper rutrum, nulla. Nunc purus. Phasellus in felis.",251.79,20.58,home decor,cras non velit nec nisi vulputate nonummy maecenas tincidunt lacus at,927,Turquoise,small,4.4,vitae nisl aenean lectus pellentesque eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero ut massa volutpat,2010-05-01,1.4,910,justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus,4.6,605,express,13.3
530,vivamus vel nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros,"Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem.",299.11,37.55,clothing,fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi in porttitor pede justo,841,Turquoise,extra large,0.2,nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris sit amet eros suspendisse,2020-07-09,1.4,569,leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac,4.0,737,express,2.0
531,ante nulla justo aliquam quis turpis eget elit sodales scelerisque mauris,"Maecenas leo odio, condimentum id, luctus nec, molestie sed, justo. Pellentesque viverra pede ac diam. Cras pellentesque volutpat dui. Maecenas tristique, est et tempus semper, est quam pharetra magna, ac consequat metus sapien ut nunc. Vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia Curae; Mauris viverra diam vitae quam.",849.29,47.11,clothing,maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque,969,Red,medium,9.4,purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam,2010-11-13,2.7,390,quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at,4.2,683,standard,39.86
532,tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit amet turpis,"Morbi porttitor lorem id ligula. Suspendisse ornare consequat lectus. In est risus, auctor sed, tristique in, tempus sit amet, sem. Fusce consequat. Nulla nisl.",701.5,1.32,toys,in faucibus orci luctus et ultrices posuere cubilia curae mauris viverra,319,Aquamarine,large,3.6,pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor,2022-11-30,3.1,506,volutpat dui maecenas tristique est et tempus semper est quam,2.7,344,express,47.87
533,mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta,"Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",909.97,22.67,beauty,sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula sit amet eleifend pede libero,641,Aquamarine,medium,0.6,pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper rutrum nulla nunc,2022-07-01,1.1,236,mi nulla ac enim in tempor turpis nec euismod scelerisque quam,3.1,974,standard,43.81
534,nisi at nibh in hac habitasse platea dictumst aliquam augue quam sollicitudin vitae consectetuer,Nulla facilisi. Cras non velit nec nisi vulputate nonummy. Maecenas tincidunt lacus at velit. Vivamus vel nulla eget eros elementum pellentesque.,60.28,3.14,clothing,nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh,226,Purple,medium,5.5,vitae consectetuer eget rutrum at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed,2013-08-26,3.4,33,quis libero nullam sit amet turpis elementum ligula vehicula consequat morbi a ipsum integer a,1.4,200,standard,16.66
535,volutpat in congue etiam justo etiam pretium iaculis justo in hac,Duis at velit eu est congue elementum.,381.5,5.34,toys,accumsan felis ut at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec,650,Goldenrod,small,0.5,pede posuere nonummy integer non velit donec diam neque vestibulum eget,2011-04-30,1.2,116,amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed,3.7,146,express,12.82
536,phasellus id sapien in sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus,Sed accumsan felis.,139.25,17.87,home decor,ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus at diam nam,299,Turquoise,large,2.8,fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh quisque id,2013-08-23,2.0,998,sapien iaculis congue vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc donec,3.7,64,standard,10.52
537,dapibus dolor vel est donec odio justo sollicitudin ut suscipit a feugiat et eros,Suspendisse potenti.,483.57,39.27,electronics,ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae duis faucibus,660,Crimson,extra large,0.6,maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut erat curabitur gravida nisi at nibh in,2018-07-18,3.8,919,eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse,1.3,707,express,15.44
538,in leo maecenas pulvinar lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin,"Donec semper sapien a libero. Nam dui. Proin leo odio, porttitor id, consequat in, consequat ut, nulla. Sed accumsan felis.",259.45,36.41,toys,rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium,546,Blue,large,5.0,enim in tempor turpis nec euismod scelerisque quam turpis adipiscing lorem vitae mattis nibh ligula nec sem duis,2020-08-07,5.0,238,massa id nisl venenatis lacinia aenean sit amet justo morbi ut,1.1,135,free,43.0
539,sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci. Nullam molestie nibh in lectus. Pellentesque at nulla.",769.9,34.37,toys,ipsum primis in faucibus orci luctus et ultrices posuere cubilia,146,Maroon,large,4.0,at lorem integer tincidunt ante vel ipsum praesent blandit lacinia erat vestibulum sed magna at nunc commodo placerat praesent blandit,2010-02-19,1.2,545,faucibus orci luctus et ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat tortor sollicitudin mi sit amet,2.0,429,standard,13.87
540,maecenas leo odio condimentum id luctus nec molestie sed justo,"Pellentesque ultrices mattis odio. Donec vitae nisi. Nam ultrices, libero non mattis pulvinar, nulla pede ullamcorper augue, a suscipit nulla elit ac nulla. Sed vel enim sit amet nunc viverra dapibus.",424.57,8.69,clothing,aliquam sit amet diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt,19,Maroon,small,9.1,velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum,2013-06-18,1.5,421,vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper interdum,4.2,218,standard,21.32
541,massa volutpat convallis morbi odio odio elementum eu interdum eu tincidunt in leo maecenas pulvinar,"Aenean auctor gravida sem. Praesent id massa id nisl venenatis lacinia. Aenean sit amet justo. Morbi ut odio. Cras mi pede, malesuada in, imperdiet et, commodo vulputate, justo. In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit.",622.79,1.55,home decor,nisi nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue a,362,Mauv,large,9.2,venenatis lacinia aenean sit amet justo morbi ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in,2017-12-23,4.2,771,ante vel ipsum praesent blandit lacinia erat vestibulum sed magna,4.8,125,standard,2.75
542,ut suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce congue diam id,"Nullam molestie nibh in lectus. Pellentesque at nulla. Suspendisse potenti. Cras in purus eu magna vulputate luctus. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus.",119.58,28.54,beauty,sit amet eleifend pede libero quis orci nullam molestie nibh in,876,Red,extra large,4.7,massa donec dapibus duis at velit eu est congue elementum in hac,2016-08-20,3.3,553,odio condimentum id luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas,1.7,793,express,34.74
543,augue vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,Pellentesque eget nunc.,671.5,17.28,home decor,eros suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum,590,Khaki,small,2.1,pede lobortis ligula sit amet eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at,2022-06-19,5.0,693,quam nec dui luctus rutrum nulla tellus in sagittis dui vel nisl duis ac nibh fusce,3.5,621,express,10.83
544,ut odio cras mi pede malesuada in imperdiet et commodo vulputate justo in blandit ultrices enim lorem,"In blandit ultrices enim. Lorem ipsum dolor sit amet, consectetuer adipiscing elit. Proin interdum mauris non ligula pellentesque ultrices. Phasellus id sapien in sapien iaculis congue.",588.47,11.5,beauty,in porttitor pede justo eu massa donec dapibus duis at velit eu est congue elementum in hac habitasse platea,376,Maroon,medium,7.6,cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra,2010-09-26,2.6,274,purus phasellus in felis donec semper sapien a libero nam dui proin leo odio porttitor id consequat in consequat ut,3.4,570,standard,49.83
545,a nibh in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio,Sed accumsan felis. Ut at dolor quis odio consequat varius.,202.2,8.5,beauty,vestibulum sagittis sapien cum sociis natoque penatibus et magnis dis,727,Teal,extra large,6.3,lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus,2011-11-22,3.4,966,duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis lectus suspendisse,4.0,146,express,32.4
546,cras pellentesque volutpat dui maecenas tristique est et tempus semper est quam pharetra magna ac consequat metus sapien ut,"Nullam orci pede, venenatis non, sodales sed, tincidunt eu, felis. Fusce posuere felis sed lacus. Morbi sem mauris, laoreet ut, rhoncus aliquet, pulvinar sed, nisl. Nunc rhoncus dui vel sem. Sed sagittis. Nam congue, risus semper porta volutpat, quam pede lobortis ligula, sit amet eleifend pede libero quis orci.",554.14,9.29,electronics,lobortis est phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus,526,Orange,medium,5.5,rhoncus mauris enim leo rhoncus sed vestibulum sit amet cursus,2014-08-25,2.1,757,turpis integer aliquet massa id lobortis convallis tortor risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien,1.7,690,free,33.97
547,dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque,"Vivamus vestibulum sagittis sapien. Cum sociis natoque penatibus et magnis dis parturient montes, nascetur ridiculus mus. Etiam vel augue. Vestibulum rutrum rutrum neque. Aenean auctor gravida sem.",867.61,23.11,electronics,eget nunc donec quis orci eget orci vehicula condimentum curabitur in libero,124,Yellow,medium,0.2,quis odio consequat varius integer ac leo pellentesque ultrices mattis odio,2019-04-24,4.6,17,at dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices,2.4,229,express,14.37
548,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,"Duis aliquam convallis nunc. Proin at turpis a pede posuere nonummy. Integer non velit. Donec diam neque, vestibulum eget, vulputate ut, ultrices vel, augue.",372.99,40.1,home decor,erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales,31,Blue,extra large,6.6,sed tincidunt eu felis fusce posuere felis sed lacus morbi sem mauris laoreet ut rhoncus aliquet,2018-06-04,4.5,375,phasellus sit amet erat nulla tempus vivamus in felis eu sapien cursus vestibulum proin eu,1.2,755,express,22.18
549,dolor quis odio consequat varius integer ac leo pellentesque ultrices mattis odio,Nam nulla.,286.81,29.33,clothing,nulla integer pede justo lacinia eget tincidunt eget tempus vel pede morbi porttitor lorem id ligula suspendisse ornare,683,Mauv,medium,8.3,morbi sem mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus dui vel sem sed,2018-06-14,1.9,889,ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris,3.4,878,standard,29.82
550,quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum aliquam non mauris morbi non,Etiam pretium iaculis justo. In hac habitasse platea dictumst. Etiam faucibus cursus urna. Ut tellus. Nulla ut erat id mauris vulputate elementum. Nullam varius.,447.06,38.97,home decor,interdum in ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere,422,Purple,small,0.4,luctus nec molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas,2010-11-30,3.4,247,nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur,3.2,156,standard,15.34
